date,hour,france,italy,belgium,spain,uk,germany,month,year
2022-10-15,08:00 - 09:00,187.02,220.59,186.81,135.15,169.99,186.62,10,2022
2022-10-15,09:00 - 10:00,199.33,206.38,199.33,129.9,192.78,199.33,10,2022
2022-10-15,10:00 - 11:00,185.09,194.45,185.09,123.03,188.79,185.09,10,2022
2022-10-15,11:00 - 12:00,160.0,179.1,160.0,89.33,158.43,160.0,10,2022
2022-10-15,12:00 - 13:00,144.91,144.91,144.91,81.67,131.0,144.91,10,2022
2022-10-15,13:00 - 14:00,136.57,136.57,136.57,80.0,108.7,136.57,10,2022
2022-10-15,14:00 - 15:00,118.54,134.15,117.8,71.42,86.07,118.78,10,2022
2022-10-15,15:00 - 16:00,120.0,156.09,118.76,58.4,63.37,120.0,10,2022
2022-10-15,16:00 - 17:00,136.07,185.09,133.82,58.4,77.55,133.21,10,2022
2022-10-15,17:00 - 18:00,172.0,210.31,169.96,70.3,98.0,169.45,10,2022
2022-10-15,18:00 - 19:00,193.08,315.53,188.27,90.0,155.0,184.83,10,2022
2022-10-15,19:00 - 20:00,205.89,360.0,194.06,133.11,184.73,195.73,10,2022
2022-10-15,20:00 - 21:00,167.76,320.0,155.36,167.76,174.73,158.04,10,2022
2022-10-15,21:00 - 22:00,154.99,220.59,133.0,154.99,144.2,143.39,10,2022
2022-10-15,22:00 - 23:00,145.21,208.08,140.09,145.0,150.48,140.08,10,2022
2022-10-15,23:00 - 00:00,137.35,199.7,126.3,129.22,136.23,128.71,10,2022
2022-10-16,00:00 - 01:00,129.08,184.15,106.17,129.08,155.0,76.54,10,2022
2022-10-16,01:00 - 02:00,114.63,172.58,86.93,114.63,125.0,67.9,10,2022
2022-10-16,02:00 - 03:00,112.57,164.59,75.64,113.38,115.0,65.99,10,2022
2022-10-16,03:00 - 04:00,69.86,164.59,69.1,114.52,110.4,69.44,10,2022
2022-10-16,04:00 - 05:00,80.0,164.59,79.28,80.0,110.4,79.12,10,2022
2022-10-16,05:00 - 06:00,79.72,164.59,74.45,79.72,85.0,75.55,10,2022
2022-10-16,06:00 - 07:00,89.53,182.0,74.35,89.53,104.19,71.4,10,2022
2022-10-16,07:00 - 08:00,86.09,210.16,76.54,113.38,100.5,75.95,10,2022
2022-10-16,08:00 - 09:00,107.95,197.63,98.26,109.98,134.43,87.58,10,2022
2022-10-16,09:00 - 10:00,125.0,172.58,107.05,125.0,175.0,84.83,10,2022
2022-10-16,10:00 - 11:00,114.73,153.94,97.26,114.73,220.0,75.32,10,2022
2022-10-16,11:00 - 12:00,127.83,151.53,100.0,79.72,251.28,67.51,10,2022
2022-10-16,12:00 - 13:00,138.77,139.8,89.69,75.0,300.0,51.01,10,2022
2022-10-16,13:00 - 14:00,128.77,128.77,89.08,73.51,212.06,12.49,10,2022
2022-10-16,14:00 - 15:00,126.32,130.0,116.2,70.3,150.0,16.74,10,2022
2022-10-16,15:00 - 16:00,100.56,139.99,100.56,70.1,124.81,64.99,10,2022
2022-10-16,16:00 - 17:00,86.78,173.95,88.01,70.1,113.99,75.44,10,2022
2022-10-16,17:00 - 18:00,167.3,185.0,167.22,72.84,108.31,168.01,10,2022
2022-10-16,18:00 - 19:00,198.73,240.2,196.81,113.38,107.71,195.27,10,2022
2022-10-16,19:00 - 20:00,225.84,318.0,224.21,125.05,104.61,222.87,10,2022
2022-10-16,20:00 - 21:00,178.02,300.0,177.3,148.9,101.16,177.16,10,2022
2022-10-16,21:00 - 22:00,144.96,212.88,144.96,144.96,115.05,144.96,10,2022
2022-10-16,22:00 - 23:00,140.04,199.99,140.04,138.16,93.0,140.04,10,2022
2022-10-16,23:00 - 00:00,134.55,175.94,134.55,129.21,55.0,134.55,10,2022
2022-10-17,00:00 - 01:00,128.31,168.89,128.31,128.31,2.6,128.31,10,2022
2022-10-17,01:00 - 02:00,114.41,158.5,114.41,114.41,0.0,114.41,10,2022
2022-10-17,02:00 - 03:00,105.65,151.5,105.65,105.65,-1.0,105.65,10,2022
2022-10-17,03:00 - 04:00,89.64,150.0,89.64,89.64,-5.27,89.64,10,2022
2022-10-17,04:00 - 05:00,89.64,149.59,78.67,89.64,-10.0,86.14,10,2022
2022-10-17,05:00 - 06:00,113.25,160.03,101.33,113.25,-10.31,108.44,10,2022
2022-10-17,06:00 - 07:00,139.42,218.76,126.48,139.42,-10.05,129.28,10,2022
2022-10-17,07:00 - 08:00,177.89,326.0,156.23,175.0,1.0,158.64,10,2022
2022-10-17,08:00 - 09:00,202.21,327.0,182.51,202.21,76.3,182.42,10,2022
2022-10-17,09:00 - 10:00,193.66,240.0,176.21,193.66,96.8,161.1,10,2022
2022-10-17,10:00 - 11:00,205.83,205.83,170.49,168.01,101.78,128.32,10,2022
2022-10-17,11:00 - 12:00,195.08,195.08,148.68,140.23,104.68,128.92,10,2022
2022-10-17,12:00 - 13:00,190.12,190.12,157.31,120.45,103.91,117.49,10,2022
2022-10-17,13:00 - 14:00,174.99,174.99,152.28,112.27,114.76,117.64,10,2022
2022-10-17,14:00 - 15:00,181.4,191.53,156.5,105.14,121.0,123.27,10,2022
2022-10-17,15:00 - 16:00,168.32,193.92,154.36,102.05,118.0,139.38,10,2022
2022-10-17,16:00 - 17:00,172.55,210.77,169.06,109.63,121.7,169.71,10,2022
2022-10-17,17:00 - 18:00,224.42,243.85,222.5,119.0,179.58,222.32,10,2022
2022-10-17,18:00 - 19:00,267.87,327.0,266.02,153.72,240.0,266.23,10,2022
2022-10-17,19:00 - 20:00,281.15,331.6,275.64,174.62,335.05,272.22,10,2022
2022-10-17,20:00 - 21:00,231.96,331.6,222.76,205.0,340.43,229.93,10,2022
2022-10-17,21:00 - 22:00,192.4,212.88,164.13,192.4,266.0,175.42,10,2022
2022-10-17,22:00 - 23:00,196.06,196.06,174.92,164.79,231.72,162.65,10,2022
2022-10-17,23:00 - 00:00,147.0,180.34,145.65,147.0,147.44,145.02,10,2022
2022-10-18,00:00 - 01:00,141.64,169.8,141.64,135.12,117.79,141.64,10,2022
2022-10-18,01:00 - 02:00,135.71,151.17,135.71,100.5,110.0,135.71,10,2022
2022-10-18,02:00 - 03:00,140.35,146.0,140.35,92.82,106.48,140.35,10,2022
2022-10-18,03:00 - 04:00,139.95,151.17,139.95,89.64,110.0,139.95,10,2022
2022-10-18,04:00 - 05:00,147.25,154.16,140.26,86.54,107.06,150.3,10,2022
2022-10-18,05:00 - 06:00,148.58,162.4,143.96,82.15,107.46,149.51,10,2022
2022-10-18,06:00 - 07:00,211.07,225.71,161.21,122.0,111.68,198.47,10,2022
2022-10-18,07:00 - 08:00,268.67,336.0,203.2,148.0,129.0,258.73,10,2022
2022-10-18,08:00 - 09:00,286.82,335.0,244.45,158.61,215.0,277.3,10,2022
2022-10-18,09:00 - 10:00,259.04,320.0,217.0,153.76,237.45,242.16,10,2022
2022-10-18,10:00 - 11:00,203.5,203.5,199.83,127.73,208.91,201.96,10,2022
2022-10-18,11:00 - 12:00,183.32,181.02,181.45,80.2,187.0,180.01,10,2022
2022-10-18,12:00 - 13:00,167.21,167.21,148.04,72.51,155.0,167.15,10,2022
2022-10-18,13:00 - 14:00,162.0,156.16,140.53,59.52,140.49,152.92,10,2022
2022-10-18,14:00 - 15:00,177.76,161.85,120.38,50.0,122.04,145.93,10,2022
2022-10-18,15:00 - 16:00,180.32,180.32,137.02,47.83,112.02,153.57,10,2022
2022-10-18,16:00 - 17:00,203.65,203.74,124.8,54.7,110.32,158.83,10,2022
2022-10-18,17:00 - 18:00,220.62,245.0,213.83,78.25,133.67,219.78,10,2022
2022-10-18,18:00 - 19:00,249.77,335.0,244.25,137.7,159.0,245.16,10,2022
2022-10-18,19:00 - 20:00,259.95,335.0,254.71,146.21,159.0,251.43,10,2022
2022-10-18,20:00 - 21:00,210.84,320.0,203.46,162.01,122.02,201.05,10,2022
2022-10-18,21:00 - 22:00,170.49,204.57,167.68,155.58,120.52,167.09,10,2022
2022-10-18,22:00 - 23:00,162.21,182.71,159.0,140.16,104.34,163.29,10,2022
2022-10-18,23:00 - 00:00,156.12,176.43,154.48,97.57,92.75,153.92,10,2022
2022-10-19,00:00 - 01:00,130.99,150.0,128.65,122.59,65.0,131.62,10,2022
2022-10-19,01:00 - 02:00,125.18,148.9,125.18,111.72,47.57,125.18,10,2022
2022-10-19,02:00 - 03:00,121.42,142.98,121.42,76.93,36.66,121.42,10,2022
2022-10-19,03:00 - 04:00,123.73,135.0,120.6,69.36,39.19,125.12,10,2022
2022-10-19,04:00 - 05:00,128.28,140.0,117.3,64.39,39.74,133.18,10,2022
2022-10-19,05:00 - 06:00,142.03,149.15,127.08,60.1,26.83,148.6,10,2022
2022-10-19,06:00 - 07:00,159.77,168.81,137.69,60.1,41.34,169.43,10,2022
2022-10-19,07:00 - 08:00,228.27,239.0,220.53,73.3,62.45,240.65,10,2022
2022-10-19,08:00 - 09:00,232.85,264.51,219.92,120.01,98.0,247.74,10,2022
2022-10-19,09:00 - 10:00,195.11,200.0,179.4,80.0,121.0,216.69,10,2022
2022-10-19,10:00 - 11:00,166.41,166.41,150.72,69.06,120.24,187.31,10,2022
2022-10-19,11:00 - 12:00,157.32,154.09,146.23,55.92,85.0,174.76,10,2022
2022-10-19,12:00 - 13:00,149.45,138.07,132.96,50.65,74.0,152.62,10,2022
2022-10-19,13:00 - 14:00,130.22,133.1,119.1,50.65,65.0,148.19,10,2022
2022-10-19,14:00 - 15:00,142.4,140.0,122.9,48.37,62.0,142.48,10,2022
2022-10-19,15:00 - 16:00,131.5,150.0,118.93,48.61,53.66,151.26,10,2022
2022-10-19,16:00 - 17:00,153.05,168.05,115.85,54.21,50.0,168.93,10,2022
2022-10-19,17:00 - 18:00,190.38,202.0,171.8,65.0,47.68,197.84,10,2022
2022-10-19,18:00 - 19:00,220.1,241.33,206.98,115.0,58.0,240.16,10,2022
2022-10-19,19:00 - 20:00,212.62,290.0,199.0,117.0,76.93,226.92,10,2022
2022-10-19,20:00 - 21:00,161.83,213.49,152.57,136.74,86.37,166.5,10,2022
2022-10-19,21:00 - 22:00,141.73,164.2,125.01,125.04,65.3,146.57,10,2022
2022-10-19,22:00 - 23:00,140.66,152.07,122.45,110.0,62.46,148.15,10,2022
2022-10-19,23:00 - 00:00,130.85,148.9,127.89,76.34,53.3,131.57,10,2022
2022-10-20,00:00 - 01:00,107.61,161.12,63.2,80.0,39.25,127.53,10,2022
2022-10-20,01:00 - 02:00,88.27,163.72,28.0,72.34,40.67,114.89,10,2022
2022-10-20,02:00 - 03:00,77.39,161.12,71.06,68.74,45.92,77.39,10,2022
2022-10-20,03:00 - 04:00,69.94,160.0,50.01,65.0,49.78,76.02,10,2022
2022-10-20,04:00 - 05:00,66.74,161.12,45.6,66.74,54.68,71.97,10,2022
2022-10-20,05:00 - 06:00,97.0,166.16,50.01,68.89,55.0,112.34,10,2022
2022-10-20,06:00 - 07:00,132.8,199.32,51.06,75.0,61.3,149.52,10,2022
2022-10-20,07:00 - 08:00,168.05,232.07,143.71,102.01,67.47,172.71,10,2022
2022-10-20,08:00 - 09:00,195.95,254.12,190.11,117.0,68.0,195.81,10,2022
2022-10-20,09:00 - 10:00,167.65,196.25,167.65,119.72,130.66,167.65,10,2022
2022-10-20,10:00 - 11:00,168.2,187.45,166.94,105.0,123.2,167.41,10,2022
2022-10-20,11:00 - 12:00,167.43,174.57,142.7,95.0,116.0,155.51,10,2022
2022-10-20,12:00 - 13:00,160.42,160.42,113.57,77.04,104.0,132.2,10,2022
2022-10-20,13:00 - 14:00,143.82,160.0,121.41,74.4,95.0,129.66,10,2022
2022-10-20,14:00 - 15:00,141.05,167.5,123.2,68.69,88.41,130.3,10,2022
2022-10-20,15:00 - 16:00,163.15,180.0,113.3,64.22,76.94,138.61,10,2022
2022-10-20,16:00 - 17:00,155.06,199.25,136.85,70.32,78.8,149.14,10,2022
2022-10-20,17:00 - 18:00,180.07,275.0,169.0,76.68,89.32,169.34,10,2022
2022-10-20,18:00 - 19:00,188.25,306.92,180.62,98.59,115.0,177.68,10,2022
2022-10-20,19:00 - 20:00,197.01,310.0,188.31,102.59,104.0,184.05,10,2022
2022-10-20,20:00 - 21:00,172.53,299.0,167.8,122.96,87.74,167.18,10,2022
2022-10-20,21:00 - 22:00,146.6,199.98,141.43,115.0,67.02,141.48,10,2022
2022-10-20,22:00 - 23:00,137.1,187.45,132.26,97.0,66.98,132.73,10,2022
2022-10-20,23:00 - 00:00,129.36,184.0,124.15,76.8,54.02,124.11,10,2022
2022-10-21,00:00 - 01:00,131.99,160.0,131.8,90.0,101.84,131.73,10,2022
2022-10-21,01:00 - 02:00,118.62,157.11,118.62,77.84,80.86,118.62,10,2022
2022-10-21,02:00 - 03:00,113.36,151.0,113.36,75.0,79.85,113.36,10,2022
2022-10-21,03:00 - 04:00,111.01,149.5,111.01,75.4,74.85,111.01,10,2022
2022-10-21,04:00 - 05:00,84.92,151.0,112.4,79.99,70.86,115.97,10,2022
2022-10-21,05:00 - 06:00,84.98,158.76,120.0,84.98,66.0,136.36,10,2022
2022-10-21,06:00 - 07:00,151.94,183.35,137.24,95.9,66.83,155.77,10,2022
2022-10-21,07:00 - 08:00,187.81,260.0,179.59,113.0,80.01,180.85,10,2022
2022-10-21,08:00 - 09:00,203.6,300.0,194.34,120.75,95.32,194.58,10,2022
2022-10-21,09:00 - 10:00,200.59,260.0,195.41,121.81,110.57,194.62,10,2022
2022-10-21,10:00 - 11:00,182.1,188.66,180.3,116.38,117.09,181.74,10,2022
2022-10-21,11:00 - 12:00,177.86,179.76,176.92,114.38,112.15,177.96,10,2022
2022-10-21,12:00 - 13:00,162.82,173.64,129.27,110.96,107.05,174.07,10,2022
2022-10-21,13:00 - 14:00,166.35,166.35,145.46,107.99,109.4,166.5,10,2022
2022-10-21,14:00 - 15:00,166.28,177.82,141.7,105.0,88.26,168.96,10,2022
2022-10-21,15:00 - 16:00,156.03,185.88,100.0,105.0,84.0,171.07,10,2022
2022-10-21,16:00 - 17:00,153.32,213.54,110.71,107.79,82.0,178.83,10,2022
2022-10-21,17:00 - 18:00,197.18,236.75,187.46,114.38,88.77,197.18,10,2022
2022-10-21,18:00 - 19:00,206.63,265.29,201.49,112.38,118.91,201.49,10,2022
2022-10-21,19:00 - 20:00,203.05,295.0,189.58,120.0,142.74,209.94,10,2022
2022-10-21,20:00 - 21:00,172.76,231.68,162.67,172.76,134.0,179.04,10,2022
2022-10-21,21:00 - 22:00,161.58,183.35,156.96,136.21,103.33,164.6,10,2022
2022-10-21,22:00 - 23:00,156.87,169.99,153.0,115.0,100.02,155.34,10,2022
2022-10-21,23:00 - 00:00,143.4,162.36,142.79,114.38,85.98,143.21,10,2022
2022-10-22,00:00 - 01:00,143.43,153.29,142.78,143.43,121.97,143.22,10,2022
2022-10-22,01:00 - 02:00,125.47,145.0,120.48,125.47,103.5,132.71,10,2022
2022-10-22,02:00 - 03:00,113.94,135.12,92.8,113.94,95.0,129.03,10,2022
2022-10-22,03:00 - 04:00,115.0,130.71,102.0,115.0,93.4,132.49,10,2022
2022-10-22,04:00 - 05:00,106.0,129.91,93.1,106.0,90.02,132.74,10,2022
2022-10-22,05:00 - 06:00,103.22,135.12,100.01,103.22,90.02,134.9,10,2022
2022-10-22,06:00 - 07:00,120.0,148.79,107.06,120.0,94.21,133.8,10,2022
2022-10-22,07:00 - 08:00,118.81,148.8,90.0,118.81,97.41,141.2,10,2022
2022-10-22,08:00 - 09:00,127.28,152.01,107.01,127.28,92.56,145.49,10,2022
2022-10-22,09:00 - 10:00,145.3,157.05,141.36,127.38,95.63,145.6,10,2022
2022-10-22,10:00 - 11:00,139.63,144.15,130.05,111.86,112.45,140.45,10,2022
2022-10-22,11:00 - 12:00,129.38,135.12,121.25,120.0,107.64,132.35,10,2022
2022-10-22,12:00 - 13:00,125.88,130.0,119.14,99.99,98.41,129.14,10,2022
2022-10-22,13:00 - 14:00,117.74,120.0,110.61,84.32,91.89,121.17,10,2022
2022-10-22,14:00 - 15:00,110.2,131.64,102.14,72.6,90.94,114.85,10,2022
2022-10-22,15:00 - 16:00,109.26,126.99,98.07,58.7,93.04,116.8,10,2022
2022-10-22,16:00 - 17:00,99.25,135.67,107.37,55.2,106.0,132.8,10,2022
2022-10-22,17:00 - 18:00,126.09,149.0,142.19,64.3,135.94,159.12,10,2022
2022-10-22,18:00 - 19:00,179.13,179.13,179.12,75.0,184.04,179.13,10,2022
2022-10-22,19:00 - 20:00,183.41,183.41,183.23,115.72,198.34,183.23,10,2022
2022-10-22,20:00 - 21:00,164.64,164.64,164.04,140.67,188.69,164.16,10,2022
2022-10-22,21:00 - 22:00,143.0,143.0,143.0,134.8,145.08,143.0,10,2022
2022-10-22,22:00 - 23:00,137.01,137.01,137.01,118.24,131.15,137.01,10,2022
2022-10-22,23:00 - 00:00,132.42,132.42,132.42,89.79,110.0,132.42,10,2022
2022-10-23,00:00 - 01:00,110.66,110.66,110.66,80.1,130.46,110.66,10,2022
2022-10-23,01:00 - 02:00,99.15,99.15,99.15,74.1,121.0,99.15,10,2022
2022-10-23,02:00 - 03:00,93.54,93.54,93.54,65.3,118.0,93.54,10,2022
2022-10-23,03:00 - 04:00,90.0,90.0,90.0,65.3,109.79,90.0,10,2022
2022-10-23,04:00 - 05:00,72.41,90.0,93.23,64.29,100.37,92.21,10,2022
2022-10-23,05:00 - 06:00,70.85,90.0,90.48,65.3,99.0,88.55,10,2022
2022-10-23,06:00 - 07:00,64.29,103.76,91.7,64.29,100.0,104.8,10,2022
2022-10-23,07:00 - 08:00,104.29,108.71,96.0,70.2,96.51,110.0,10,2022
2022-10-23,08:00 - 09:00,72.52,113.0,95.59,72.52,95.48,121.46,10,2022
2022-10-23,09:00 - 10:00,103.63,107.76,108.95,75.2,92.47,114.86,10,2022
2022-10-23,10:00 - 11:00,96.0,96.0,96.0,71.01,102.11,96.0,10,2022
2022-10-23,11:00 - 12:00,93.23,93.29,93.22,64.29,103.22,93.23,10,2022
2022-10-23,12:00 - 13:00,83.47,83.93,83.39,59.3,100.4,83.47,10,2022
2022-10-23,13:00 - 14:00,76.17,76.17,76.17,52.9,103.47,76.17,10,2022
2022-10-23,14:00 - 15:00,78.31,78.31,78.31,15.0,112.39,78.31,10,2022
2022-10-23,15:00 - 16:00,72.93,88.64,75.57,4.11,112.39,80.02,10,2022
2022-10-23,16:00 - 17:00,86.44,104.44,76.9,4.11,120.31,89.23,10,2022
2022-10-23,17:00 - 18:00,59.3,113.0,78.73,59.3,142.75,103.87,10,2022
2022-10-23,18:00 - 19:00,88.0,137.22,97.29,88.0,179.0,112.44,10,2022
2022-10-23,19:00 - 20:00,121.99,150.0,116.81,121.99,200.01,115.49,10,2022
2022-10-23,20:00 - 21:00,106.81,139.69,102.9,130.37,266.69,102.98,10,2022
2022-10-23,21:00 - 22:00,91.82,139.99,87.51,138.22,201.02,87.33,10,2022
2022-10-23,22:00 - 23:00,84.71,131.2,80.87,131.0,161.54,80.71,10,2022
2022-10-23,23:00 - 00:00,76.35,105.9,73.41,111.86,119.0,73.53,10,2022
2022-10-24,00:00 - 01:00,56.21,104.76,52.81,89.3,85.34,52.81,10,2022
2022-10-24,01:00 - 02:00,53.27,100.0,50.0,80.0,107.86,49.82,10,2022
2022-10-24,02:00 - 03:00,41.98,100.0,38.18,80.0,83.05,38.08,10,2022
2022-10-24,03:00 - 04:00,29.85,100.0,24.88,88.71,82.48,25.08,10,2022
2022-10-24,04:00 - 05:00,41.83,102.67,36.02,77.6,75.79,38.07,10,2022
2022-10-24,05:00 - 06:00,54.59,109.99,48.2,79.0,77.13,52.33,10,2022
2022-10-24,06:00 - 07:00,68.29,148.78,29.46,109.98,94.13,68.29,10,2022
2022-10-24,07:00 - 08:00,103.69,154.35,77.0,120.89,122.76,103.69,10,2022
2022-10-24,08:00 - 09:00,122.1,170.1,100.1,129.92,132.0,122.1,10,2022
2022-10-24,09:00 - 10:00,108.91,154.61,87.8,130.37,161.92,108.91,10,2022
2022-10-24,10:00 - 11:00,114.32,150.1,81.48,117.3,149.95,104.75,10,2022
2022-10-24,11:00 - 12:00,112.39,146.42,51.99,112.39,127.74,81.49,10,2022
2022-10-24,12:00 - 13:00,78.38,137.96,33.04,95.23,101.52,68.1,10,2022
2022-10-24,13:00 - 14:00,67.82,131.45,44.93,89.3,85.0,67.82,10,2022
2022-10-24,14:00 - 15:00,68.19,143.71,52.82,88.71,74.42,68.19,10,2022
2022-10-24,15:00 - 16:00,86.83,147.75,76.08,89.3,70.31,76.16,10,2022
2022-10-24,16:00 - 17:00,96.5,152.99,78.08,96.5,70.31,82.5,10,2022
2022-10-24,17:00 - 18:00,109.98,154.61,83.48,116.89,91.11,109.98,10,2022
2022-10-24,18:00 - 19:00,136.46,174.33,121.09,136.46,122.0,122.27,10,2022
2022-10-24,19:00 - 20:00,150.16,189.97,134.21,150.16,145.0,134.3,10,2022
2022-10-24,20:00 - 21:00,116.95,160.51,106.89,180.01,146.0,109.23,10,2022
2022-10-24,21:00 - 22:00,95.74,147.61,86.46,155.0,115.0,86.73,10,2022
2022-10-24,22:00 - 23:00,96.31,145.15,83.25,124.31,90.15,85.67,10,2022
2022-10-24,23:00 - 00:00,89.45,136.46,80.0,97.5,76.54,78.4,10,2022
2022-10-25,00:00 - 01:00,77.48,110.0,43.1,115.86,71.4,56.93,10,2022
2022-10-25,01:00 - 02:00,58.19,100.0,50.54,94.2,71.4,50.59,10,2022
2022-10-25,02:00 - 03:00,62.45,94.18,56.49,88.65,66.53,56.49,10,2022
2022-10-25,03:00 - 04:00,61.15,94.4,56.19,80.65,67.72,56.19,10,2022
2022-10-25,04:00 - 05:00,74.52,100.0,64.44,78.6,65.12,67.4,10,2022
2022-10-25,05:00 - 06:00,78.6,111.61,67.0,78.6,71.4,70.67,10,2022
2022-10-25,06:00 - 07:00,88.9,116.94,74.2,88.9,76.0,86.88,10,2022
2022-10-25,07:00 - 08:00,118.65,150.0,94.19,118.65,75.49,118.65,10,2022
2022-10-25,08:00 - 09:00,141.11,199.9,115.54,141.11,105.0,139.43,10,2022
2022-10-25,09:00 - 10:00,130.37,169.65,126.17,130.37,119.31,126.17,10,2022
2022-10-25,10:00 - 11:00,110.16,122.63,101.91,110.16,118.81,102.21,10,2022
2022-10-25,11:00 - 12:00,108.18,117.88,98.24,108.18,98.3,100.1,10,2022
2022-10-25,12:00 - 13:00,101.55,113.11,93.81,101.55,87.28,93.81,10,2022
2022-10-25,13:00 - 14:00,88.65,110.54,74.17,88.65,72.3,78.72,10,2022
2022-10-25,14:00 - 15:00,88.88,113.24,75.66,84.8,68.91,79.98,10,2022
2022-10-25,15:00 - 16:00,102.0,115.57,85.62,85.31,68.88,92.11,10,2022
2022-10-25,16:00 - 17:00,115.6,123.1,104.01,88.9,76.58,115.6,10,2022
2022-10-25,17:00 - 18:00,153.02,153.02,152.63,105.97,93.81,154.83,10,2022
2022-10-25,18:00 - 19:00,182.09,204.98,180.38,125.08,112.0,180.31,10,2022
2022-10-25,19:00 - 20:00,189.17,215.0,187.09,134.81,116.76,186.33,10,2022
2022-10-25,20:00 - 21:00,153.32,164.48,150.87,153.32,89.0,152.7,10,2022
2022-10-25,21:00 - 22:00,127.7,127.7,116.73,127.7,76.21,130.43,10,2022
2022-10-25,22:00 - 23:00,117.45,117.45,106.33,117.45,74.0,120.67,10,2022
2022-10-25,23:00 - 00:00,112.33,112.33,112.33,112.33,64.44,112.33,10,2022
2022-10-26,00:00 - 01:00,94.63,104.12,93.36,94.63,56.24,97.6,10,2022
2022-10-26,01:00 - 02:00,88.8,99.13,86.88,88.8,46.38,91.39,10,2022
2022-10-26,02:00 - 03:00,85.9,95.05,84.34,85.9,44.91,88.23,10,2022
2022-10-26,03:00 - 04:00,80.4,93.09,75.1,85.4,35.0,88.69,10,2022
2022-10-26,04:00 - 05:00,81.55,100.4,71.09,85.9,12.72,96.53,10,2022
2022-10-26,05:00 - 06:00,88.6,106.77,69.69,88.6,5.0,107.51,10,2022
2022-10-26,06:00 - 07:00,94.26,120.34,71.0,94.26,14.3,128.04,10,2022
2022-10-26,07:00 - 08:00,135.89,150.0,120.29,135.89,40.0,154.98,10,2022
2022-10-26,08:00 - 09:00,145.02,194.75,149.72,145.02,58.2,162.1,10,2022
2022-10-26,09:00 - 10:00,135.0,159.95,130.79,135.0,93.12,150.06,10,2022
2022-10-26,10:00 - 11:00,128.87,128.87,120.49,128.87,89.73,133.31,10,2022
2022-10-26,11:00 - 12:00,112.8,113.57,79.07,112.8,70.0,118.58,10,2022
2022-10-26,12:00 - 13:00,105.16,106.77,71.0,105.16,61.0,112.49,10,2022
2022-10-26,13:00 - 14:00,94.26,106.0,71.59,94.26,59.27,115.93,10,2022
2022-10-26,14:00 - 15:00,94.9,108.62,70.06,94.9,47.0,118.53,10,2022
2022-10-26,15:00 - 16:00,93.83,116.44,51.0,93.83,46.38,124.91,10,2022
2022-10-26,16:00 - 17:00,99.39,124.12,53.1,99.39,58.15,146.98,10,2022
2022-10-26,17:00 - 18:00,119.13,160.0,122.72,119.13,55.0,144.72,10,2022
2022-10-26,18:00 - 19:00,173.32,200.01,155.34,132.96,69.0,154.9,10,2022
2022-10-26,19:00 - 20:00,170.02,210.0,152.65,147.0,102.65,151.81,10,2022
2022-10-26,20:00 - 21:00,138.02,150.0,126.91,138.02,97.23,127.65,10,2022
2022-10-26,21:00 - 22:00,111.97,118.31,106.54,111.97,75.0,109.99,10,2022
2022-10-26,22:00 - 23:00,99.1,110.99,91.93,99.1,69.9,98.47,10,2022
2022-10-26,23:00 - 00:00,90.1,104.99,85.3,90.1,63.08,90.1,10,2022
2022-10-27,00:00 - 01:00,96.63,148.48,92.97,96.63,61.19,91.91,10,2022
2022-10-27,01:00 - 02:00,97.52,135.65,96.21,97.52,57.85,96.11,10,2022
2022-10-27,02:00 - 03:00,97.92,128.55,97.48,97.92,64.67,98.14,10,2022
2022-10-27,03:00 - 04:00,91.72,128.5,92.77,91.72,64.67,96.01,10,2022
2022-10-27,04:00 - 05:00,90.0,130.0,92.91,90.0,64.87,98.34,10,2022
2022-10-27,05:00 - 06:00,95.0,144.07,101.69,95.0,64.87,114.44,10,2022
2022-10-27,06:00 - 07:00,110.0,163.31,112.4,110.0,57.69,136.72,10,2022
2022-10-27,07:00 - 08:00,135.0,200.82,147.23,135.0,67.68,176.79,10,2022
2022-10-27,08:00 - 09:00,172.32,220.0,172.32,172.32,73.6,177.25,10,2022
2022-10-27,09:00 - 10:00,143.38,197.36,141.48,143.38,103.55,145.1,10,2022
2022-10-27,10:00 - 11:00,128.92,157.26,124.61,128.92,100.52,130.36,10,2022
2022-10-27,11:00 - 12:00,118.81,151.61,115.25,118.81,86.3,118.81,10,2022
2022-10-27,12:00 - 13:00,104.67,138.25,97.95,104.67,81.79,107.59,10,2022
2022-10-27,13:00 - 14:00,100.65,132.94,95.62,100.65,81.7,100.86,10,2022
2022-10-27,14:00 - 15:00,106.68,146.0,101.9,93.0,78.83,105.72,10,2022
2022-10-27,15:00 - 16:00,120.06,155.23,117.29,90.1,75.9,120.06,10,2022
2022-10-27,16:00 - 17:00,139.73,161.74,139.73,90.26,79.25,140.69,10,2022
2022-10-27,17:00 - 18:00,154.23,179.99,144.53,107.74,98.51,159.56,10,2022
2022-10-27,18:00 - 19:00,169.54,207.0,160.37,137.31,109.0,154.95,10,2022
2022-10-27,19:00 - 20:00,152.92,209.81,146.91,151.0,115.53,143.61,10,2022
2022-10-27,20:00 - 21:00,138.3,169.99,132.79,138.3,98.5,131.82,10,2022
2022-10-27,21:00 - 22:00,130.58,156.59,128.96,131.37,71.85,128.0,10,2022
2022-10-27,22:00 - 23:00,124.36,154.16,122.12,124.36,70.0,121.34,10,2022
